FID IID CapYear 
1 8144 2004 
1 7559 2003 
1 9669 2007 
1 10155 2008 
1 8951 2005 
1 7074 2002 
1 9139 2006 
1 9811 2007 
1 7240 2002 
1 7241 2002 
1 9812 2007 
1 8146 2004 
1 7091 2002 
1 10656 2009 
1 9671 2007 
1 7616 2003 
1 7242 2002 
1 7075 2002 
1 8231 2004 
1 7564 2003 
1 4400 2001 
1 8138 2004 
1 7092 2002 
1 7617 2003 
1 9661 2007 
1 11314 2010 
1 9131 2006 
1 8126 2004 
1 10078 2008 
1 8940 2005 
1 7548 2003 
1 10563 2009 
1 10079 2008 
1 8982 2005 
1 9240 2006 
1 10279 2008 
1 11738 2011 
1 10564 2009 
1 11315 2010 
1 9662 2007 
1 8941 2005 
1 8127 2004 
1 8129 2004 
1 7550 2003 
1 8128 2004 
1 10153 2008 
1 12482 2012 
1 7549 2003 
1 10565 2009 
1 9663 2007 
1 12711 2013 
1 13354 2014 
1 14074 2015 
1 11316 2010 
1 9132 2006 
1 8942 2005 
1 8139 2004 
1 7243 2002 
1 8137 2004 
1 7560 2003 
1 8289 2004 
1 8981 2005 
1 8098 2004 
1 9002 2005 
1 9202 2006 
1 10077 2008 
1 8099 2004 
1 8210 2004 
1 10069 2008 
1 10650 2009 
1 11307 2010 
1 8211 2004 
1 9643 2007 
1 8290 2004 
1 8100 2004 
1 9767 2007 
1 8212 2004 
1 8213 2004 
1 9124 2006 
1 10651 2009 
1 9644 2007 
1 8102 2004 
1 8929 2005 
1 10148 2008 
1 9236 2006 
1 9125 2006 
1 8930 2005 
1 9645 2007 
1 8103 2004 
1 10149 2008 
1 8104 2004 
1 8931 2005 
1 10076 2008 
1 9182 2006 
1 9660 2007 
1 9768 2007 
1 11733 2011 
1 8291 2004 
1 10199 2008 
1 8214 2004 
1 8105 2004 
1 8932 2005 
1 9126 2006 
1 9646 2007 
1 10274 2008 
1 8106 2004 
1 8292 2004 
1 9001 2005 
1 9772 2007 
1 10445 2009 
1 8107 2004 
1 11313 2010 
1 10073 2008 
1 11737 2011 
1 8108 2004 
1 9130 2006 
1 10560 2009 
1 9657 2007 
1 8939 2005 
1 8215 2004 
1 10652 2009 
1 8109 2004 
1 9647 2007 
1 8216 2004 
1 8293 2004 
1 10070 2008 
1 10562 2009 
1 8217 2004 
1 8110 2004 
1 10071 2008 
1 9183 2006 
1 11308 2010 
1 9649 2007 
1 10275 2008 
1 8111 2004 
1 9650 2007 
1 10072 2008 
1 9651 2007 
1 11734 2011 
1 11309 2010 
1 8218 2004 
1 8112 2004 
1 8113 2004 
1 10653 2009 
1 9769 2007 
1 10558 2009 
1 8114 2004 
1 10742 2009 
1 11857 2011 
1 8115 2004 
1 11311 2010 
1 9127 2006 
1 8933 2005 
1 9652 2007 
1 10559 2009 
1 10150 2008 
1 11735 2011 
1 8116 2004 
1 8934 2005 
1 8219 2004 
1 9185 2006 
1 9658 2007 
1 10074 2008 
1 8117 2004 
1 10444 2009 
1 8251 2004 
1 9807 2007 
1 9237 2006 
1 10276 2008 
1 11063 2010 
1 9653 2007 
1 10151 2008 
1 8220 2004 
1 8119 2004 
1 9659 2007 
1 10075 2008 
1 10561 2009 
1 9128 2006 
1 11312 2010 
1 8935 2005 
1 10277 2008 
1 8294 2004 
1 9808 2007 
1 9238 2006 
1 8221 2004 
1 8222 2004 
1 8223 2004 
1 8120 2004 
1 8936 2005 
1 8122 2004 
1 9654 2007 
1 10743 2009 
1 9184 2006 
1 8123 2004 
1 8124 2004 
1 8937 2005 
1 8125 2004 
1 9129 2006 
1 9655 2007 
1 9770 2007 
1 10744 2009 
1 11102 2010 
1 8226 2004 
1 8295 2004 
1 11310 2010 
1 8938 2005 
1 10152 2008 
1 9656 2007 
1 7238 2002 
1 9810 2007 
1 10281 2008 
1 9242 2006 
1 7749 2003 
1 11103 2010 
1 7684 2003 
1 8296 2004 
1 9239 2006 
1 8943 2005 
1 7685 2003 
1 9664 2007 
1 8224 2004 
1 8225 2004 
1 9802 2007 
1 11856 2011 
1 10982 2010 
1 8903 2005 
1 9181 2006 
1 9638 2007 
1 10145 2008 
1 10739 2009 
1 9227 2006 
1 11852 2011 
1 9803 2007 
1 10977 2010 
1 10548 2009 
1 10058 2008 
1 9196 2006 
1 10266 2008 
1 10738 2009 
1 8904 2005 
1 10741 2009 
1 11730 2011 
1 9614 2007 
1 14182 2015 
1 9764 2007 
1 9228 2006 
1 10271 2008 
1 10734 2009 
1 9178 2006 
1 10644 2009 
1 9633 2007 
1 8905 2005 
1 9112 2006 
1 10542 2009 
1 12527 2012 
1 10049 2008 
1 9615 2007 
1 11288 2010 
1 12706 2013 
1 11289 2010 
1 8906 2005 
1 11723 2011 
1 9616 2007 
1 9617 2007 
1 11718 2011 
1 10050 2008 
1 9113 2006 
1 10549 2009 
1 8907 2005 
1 11295 2010 
1 10735 2009 
1 8908 2005 
1 9618 2007 
1 8980 2005 
1 9765 2007 
1 8997 2005 
1 9754 2007 
1 9229 2006 
1 9755 2007 
1 9766 2007 
1 9619 2007 
1 8909 2005 
1 11290 2010 
1 9114 2006 
1 10543 2009 
1 10139 2008 
1 9230 2006 
1 11853 2011 
1 10060 2008 
1 9756 2007 
1 10443 2009 
1 9231 2006 
1 9115 2006 
1 10544 2009 
1 8927 2005 
1 10545 2009 
1 10730 2009 
1 10200 2008 
1 10976 2010 
1 14191 2015 
1 11725 2011 
1 9179 2006 
1 9632 2007 
1 10270 2008 
1 11296 2010 
1 11721 2011 
1 10051 2008 
1 14072 2015 
1 9620 2007 
1 13351 2014 
1 14564 2016 
1 9180 2006 
1 15073 2017 
1 10550 2009 
1 8910 2005 
1 12479 2012 
1 12708 2013 
1 11717 2011 
1 9232 2006 
1 8911 2005 
1 12531 2012 
1 10064 2008 
1 13352 2014 
1 11729 2011 
1 9621 2007 
1 10649 2009 
1 11304 2010 
1 11719 2011 
1 10979 2010 
1 10737 2009 
1 10052 2008 
1 14181 2015 
1 14563 2016 
1 8912 2005 
1 14073 2015 
1 14974 2017 
1 9622 2007 
1 13409 2014 
1 11305 2010 
1 10066 2008 
1 13353 2014 
1 15672 2018 
1 14565 2016 
1 11731 2011 
1 10556 2009 
1 9116 2006 
1 8913 2005 
1 12480 2012 
1 12709 2013 
1 9804 2007 
1 11855 2011 
1 11061 2010 
1 10272 2008 
1 10978 2010 
1 10059 2008 
1 9757 2007 
1 8914 2005 
1 10552 2009 
1 9639 2007 
1 10146 2008 
1 11722 2011 
1 11297 2010 
1 9122 2006 
1 9233 2006 
1 9758 2007 
1 10057 2008 
1 9197 2006 
1 9198 2006 
1 10546 2009 
1 9117 2006 
1 12707 2013 
1 12478 2012 
1 11716 2011 
1 14071 2015 
1 11291 2010 
1 8915 2005 
1 9623 2007 
1 10053 2008 
1 13350 2014 
1 8916 2005 
1 11300 2010 
1 9642 2007 
1 10555 2009 
1 9118 2006 
1 11726 2011 
1 10061 2008 
1 8917 2005 
1 11292 2010 
1 9624 2007 
1 12528 2012 
1 12799 2013 
1 9625 2007 
1 11732 2011 
1 8918 2005 
1 12481 2012 
1 10557 2009 
1 12710 2013 
1 9119 2006 
1 10067 2008 
1 11306 2010 
1 11728 2011 
1 9626 2007 
1 10063 2008 
1 11303 2010 
1 10740 2009 
1 10647 2009 
1 10142 2008 
1 11727 2011 
1 9000 2005 
1 9120 2006 
1 11302 2010 
1 9636 2007 
1 9640 2007 
1 10147 2008 
1 9123 2006 
1 11298 2010 
1 10553 2009 
1 8919 2005 
1 8920 2005 
1 10054 2008 
1 10442 2009 
1 9627 2007 
1 9635 2007 
1 11294 2010 
1 9199 2006 
1 10062 2008 
1 11299 2010 
1 12530 2012 
1 9641 2007 
1 13570 2014 
1 9805 2007 
1 8921 2005 
1 9121 2006 
1 8928 2005 
1 10143 2008 
1 9637 2007 
1 10551 2009 
1 9806 2007 
1 9234 2006 
1 10731 2009 
1 8922 2005 
1 10981 2010 
1 10267 2008 
1 10733 2009 
1 9763 2007 
1 9759 2007 
1 11854 2011 
1 12854 2013 
1 10268 2008 
1 8999 2005 
1 11101 2010 
1 13459 2014 
1 8998 2005 
1 9235 2006 
1 10732 2009 
1 10141 2008 
1 9762 2007 
1 9201 2006 
1 10056 2008 
1 8925 2005 
1 10645 2009 
1 9634 2007 
1 9200 2006 
1 9631 2007 
1 11062 2010 
1 10646 2009 
1 10269 2008 
1 9629 2007 
1 10643 2009 
1 10547 2009 
1 10140 2008 
1 8924 2005 
1 9628 2007 
1 11293 2010 
1 9761 2007 
1 10273 2008 
1 10736 2009 
1 11060 2010 
1 10648 2009 
1 11301 2010 
1 9630 2007 
1 10980 2010 
1 12529 2012 
1 11720 2011 
1 8923 2005 
1 10055 2008 
1 8926 2005 
1 9174 2006 
1 10729 2009 
1 9610 2007 
1 10975 2010 
1 10048 2008 
1 12525 2012 
1 9175 2006 
1 10138 2008 
1 11715 2011 
1 11287 2010 
1 10728 2009 
1 9752 2007 
1 9753 2007 
1 10136 2008 
1 10540 2009 
1 9611 2007 
1 11284 2010 
1 9111 2006 
1 11714 2011 
1 11285 2010 
1 9612 2007 
1 11064 2010 
1 9740 2007 
1 9743 2007 
1 10041 2008 
1 11850 2011 
1 9744 2007 
1 9799 2007 
1 11058 2010 
1 9745 2007 
1 11100 2010 
1 10974 2010 
1 9591 2007 
1 10723 2009 
1 11706 2011 
1 10534 2009 
1 11273 2010 
1 9592 2007 
1 10133 2008 
1 10263 2008 
1 9593 2007 
1 10535 2009 
1 11713 2011 
1 10042 2008 
1 9594 2007 
1 11283 2010 
1 10197 2008 
1 10724 2009 
1 9746 2007 
1 12853 2013 
1 10047 2008 
1 10725 2009 
1 11059 2010 
1 9748 2007 
1 12524 2012 
1 9595 2007 
1 10265 2008 
1 10727 2009 
1 9749 2007 
1 10198 2008 
1 9596 2007 
1 10134 2008 
1 10641 2009 
1 11274 2010 
1 11707 2011 
1 11275 2010 
1 9597 2007 
1 11712 2011 
1 12477 2012 
1 9598 2007 
1 11276 2010 
1 10536 2009 
1 10043 2008 
1 11708 2011 
1 12474 2012 
1 10044 2008 
1 9599 2007 
1 11279 2010 
1 11710 2011 
1 9601 2007 
1 14118 2015 
1 11709 2011 
1 9602 2007 
1 10642 2009 
1 13349 2014 
1 11278 2010 
1 14562 2016 
1 9606 2007 
1 11277 2010 
1 12476 2012 
1 11282 2010 
1 10537 2009 
1 9607 2007 
1 9750 2007 
1 10726 2009 
1 9608 2007 
1 11711 2011 
1 10045 2008 
1 11280 2010 
1 10538 2009 
1 10264 2008 
1 11851 2011 
1 9800 2007 
1 9751 2007 
1 9609 2007 
1 11281 2010 
1 12798 2013 
1 12475 2012 
1 10135 2008 
1 10539 2009 
1 11286 2010 
1 10137 2008 
1 9613 2007 
1 10541 2009 
1 11098 2010 
1 11699 2011 
1 10032 2008 
1 11261 2010 
1 10525 2009 
1 12796 2013 
1 10526 2009 
1 10129 2008 
1 11262 2010 
1 10720 2009 
1 10634 2009 
1 10257 2008 
1 10194 2008 
1 10527 2009 
1 11263 2010 
1 12470 2012 
1 12704 2013 
1 11700 2011 
1 15111 2017 
1 10033 2008 
1 13347 2014 
1 14561 2016 
1 14069 2015 
1 10528 2009 
1 10195 2008 
1 11099 2010 
1 10635 2009 
1 10258 2008 
1 10259 2008 
1 13655 2014 
1 10034 2008 
1 11326 2010 
1 12473 2012 
1 13348 2014 
1 10640 2009 
1 12797 2013 
1 14070 2015 
1 12882 2013 
1 12523 2012 
1 13569 2014 
1 10130 2008 
1 11056 2010 
1 11701 2011 
1 12471 2012 
1 11264 2010 
1 10035 2008 
1 10529 2009 
1 10036 2008 
1 11265 2010 
1 11057 2010 
1 12552 2012 
1 10721 2009 
1 10260 2008 
1 11704 2011 
1 10636 2009 
1 11266 2010 
1 10037 2008 
1 11702 2011 
1 10131 2008 
1 10530 2009 
1 11267 2010 
1 11849 2011 
1 10038 2008 
1 10637 2009 
1 11848 2011 
1 10261 2008 
1 10722 2009 
1 10638 2009 
1 10039 2008 
1 11268 2010 
1 10531 2009 
1 11780 2011 
1 12705 2013 
1 10040 2008 
1 13568 2014 
1 11703 2011 
1 10639 2009 
1 11270 2010 
1 12472 2012 
1 11781 2011 
1 10532 2009 
1 10132 2008 
1 11271 2010 
1 9801 2007 
1 10196 2008 
1 10533 2009 
1 11233 2010 
1 12787 2013 
1 10621 2009 
1 11679 2011 
1 10622 2009 
1 13561 2014 
1 12788 2013 
1 11234 2010 
1 10623 2009 
1 11772 2011 
1 12516 2012 
1 10624 2009 
1 11235 2010 
1 13562 2014 
1 11838 2011 
1 10625 2009 
1 11695 2011 
1 10626 2009 
1 11839 2011 
1 11840 2011 
1 11049 2010 
1 10712 2009 
1 12698 2013 
1 12458 2012 
1 10510 2009 
1 11773 2011 
1 11236 2010 
1 10713 2009 
1 11778 2011 
1 11238 2010 
1 12522 2012 
1 13458 2014 
1 10970 2010 
1 12702 2013 
1 11779 2011 
1 10714 2009 
1 11050 2010 
1 11841 2011 
1 10715 2009 
1 12699 2013 
1 11680 2011 
1 10511 2009 
1 12459 2012 
1 11239 2010 
1 12460 2012 
1 10512 2009 
1 11681 2011 
1 13406 2014 
1 12700 2013 
1 11240 2010 
1 13342 2014 
1 14062 2015 
1 12701 2013 
1 10513 2009 
1 11241 2010 
1 12461 2012 
1 11682 2011 
1 11242 2010 
1 11683 2011 
1 12792 2013 
1 12468 2012 
1 14063 2015 
1 11243 2010 
1 11698 2011 
1 10627 2009 
1 10514 2009 
1 11244 2010 
1 11245 2010 
1 14064 2015 
1 11684 2011 
1 12469 2012 
1 15671 2018 
1 15110 2017 
1 16018 2019 
1 12793 2013 
1 14558 2016 
1 10628 2009 
1 11051 2010 
1 10629 2009 
1 11685 2011 
1 10971 2010 
1 14117 2015 
1 13456 2014 
1 11696 2011 
1 11246 2010 
1 16032 2019 
1 14114 2015 
1 10716 2009 
1 11052 2010 
1 11053 2010 
1 10717 2009 
1 11842 2011 
1 12463 2012 
1 11247 2010 
1 14066 2015 
1 12794 2013 
1 11248 2010 
1 10515 2009 
1 12464 2012 
1 13407 2014 
1 11686 2011 
1 14065 2015 
1 13345 2014 
1 15072 2017 
1 14559 2016 
1 10718 2009 
1 12517 2012 
1 11774 2011 
1 10972 2010 
1 10516 2009 
1 13346 2014 
1 12466 2012 
1 11260 2010 
1 11694 2011 
1 12703 2013 
1 14067 2015 
1 13344 2014 
1 14115 2015 
1 11249 2010 
1 11687 2011 
1 15727 2018 
1 13563 2014 
1 14180 2015 
1 10440 2009 
1 10630 2009 
1 13564 2014 
1 12518 2012 
1 11250 2010 
1 15124 2017 
1 11843 2011 
1 11097 2010 
1 12881 2013 
1 13502 2014 
1 11844 2011 
1 11775 2011 
1 10517 2009 
1 11251 2010 
1 10518 2009 
1 10519 2009 
1 10441 2009 
1 11845 2011 
1 11252 2010 
1 11846 2011 
1 10520 2009 
1 11688 2011 
1 11253 2010 
1 11254 2010 
1 10521 2009 
1 11689 2011 
1 12519 2012 
1 11690 2011 
1 11255 2010 
1 13565 2014 
1 12789 2013 
1 10631 2009 
1 11691 2011 
1 12790 2013 
1 13566 2014 
1 11256 2010 
1 10522 2009 
1 12520 2012 
1 11697 2011 
1 11257 2010 
1 12791 2013 
1 10632 2009 
1 12795 2013 
1 10523 2009 
1 11692 2011 
1 12465 2012 
1 14068 2015 
1 11258 2010 
1 10633 2009 
1 11259 2010 
1 12521 2012 
1 13408 2014 
1 10973 2010 
1 10524 2009 
1 13343 2014 
1 11054 2010 
1 11693 2011 
1 10719 2009 
1 13457 2014 
1 14116 2015 
1 11777 2011 
1 11847 2011 
1 11055 2010 
1 12852 2013 
1 12851 2013 
1 14560 2016 
1 13567 2014 
1 10262 2008 
1 14640 2016 
1 13404 2014 
1 12844 2013 
1 14113 2015 
1 10966 2010 
1 15145 2017 
1 13338 2014 
1 11828 2011 
1 13556 2014 
1 11837 2011 
1 12848 2013 
1 11092 2010 
1 13550 2014 
1 11829 2011 
1 11764 2011 
1 11198 2010 
1 12696 2013 
1 12513 2012 
1 13551 2014 
1 11039 2010 
1 11093 2010 
1 14111 2015 
1 13329 2014 
1 13402 2014 
1 12549 2012 
1 12845 2013 
1 11656 2011 
1 12847 2013 
1 11040 2010 
1 13559 2014 
1 12850 2013 
1 14639 2016 
1 11830 2011 
1 14179 2015 
1 11094 2010 
1 11831 2011 
1 11199 2010 
1 11657 2011 
1 11200 2010 
1 11658 2011 
1 13552 2014 
1 12505 2012 
1 12777 2013 
1 11832 2011 
1 13553 2014 
1 12846 2013 
1 11833 2011 
1 11659 2011 
1 11201 2010 
1 11041 2010 
1 14671 2016 
1 11042 2010 
1 11202 2010 
1 11660 2011 
1 12849 2013 
1 13455 2014 
1 10967 2010 
1 11043 2010 
1 11203 2010 
1 11661 2011 
1 11662 2011 
1 11204 2010 
1 12550 2012 
1 12879 2013 
1 11205 2010 
1 11676 2011 
1 10968 2010 
1 12693 2013 
1 11834 2011 
1 11663 2011 
1 11206 2010 
1 14552 2016 
1 12455 2012 
1 13333 2014 
1 11207 2010 
1 11664 2011 
1 12456 2012 
1 11208 2010 
1 11665 2011 
1 14055 2015 
1 13334 2014 
1 13403 2014 
1 12781 2013 
1 11209 2010 
1 15070 2017 
1 14548 2016 
1 11666 2011 
1 13452 2014 
1 12691 2013 
1 12447 2012 
1 14051 2015 
1 11044 2010 
1 11765 2011 
1 11210 2010 
1 11211 2010 
1 13330 2014 
1 12506 2012 
1 11766 2011 
1 12695 2013 
1 15109 2017 
1 14551 2016 
1 11213 2010 
1 11667 2011 
1 13336 2014 
1 14112 2015 
1 11668 2011 
1 14557 2016 
1 12785 2013 
1 15123 2017 
1 11214 2010 
1 12448 2012 
1 14060 2015 
1 11767 2011 
1 12507 2012 
1 13453 2014 
1 15611 2018 
1 11215 2010 
1 13555 2014 
1 12880 2013 
1 15686 2018 
1 11217 2010 
1 14588 2016 
1 12449 2012 
1 13341 2014 
1 14059 2015 
1 12784 2013 
1 11669 2011 
1 12783 2013 
1 12450 2012 
1 11218 2010 
1 14058 2015 
1 13405 2014 
1 13340 2014 
1 11219 2010 
1 12515 2012 
1 11768 2011 
1 16066 2019 
1 13337 2014 
1 14555 2016 
1 14054 2015 
1 12452 2012 
1 11220 2010 
1 11835 2011 
1 15219 2017 
1 15108 2017 
1 10969 2010 
1 12508 2012 
1 16031 2019 
1 14549 2016 
1 11670 2011 
1 12778 2013 
1 13331 2014 
1 14056 2015 
1 11221 2010 
1 11671 2011 
1 15670 2018 
1 16017 2019 
1 15071 2017 
1 13335 2014 
1 14553 2016 
1 12694 2013 
1 12457 2012 
1 11222 2010 
1 11675 2011 
1 11672 2011 
1 11224 2010 
1 12551 2012 
1 13500 2014 
1 11836 2011 
1 11045 2010 
1 11095 2010 
1 13557 2014 
1 11225 2010 
1 14554 2016 
1 15039 2017 
1 11769 2011 
1 12453 2012 
1 12782 2013 
1 13339 2014 
1 14057 2015 
1 13560 2014 
1 12697 2013 
1 15612 2018 
1 11226 2010 
1 12509 2012 
1 11046 2010 
1 12692 2013 
1 11673 2011 
1 11227 2010 
1 12451 2012 
1 13454 2014 
1 14053 2015 
1 14550 2016 
1 12510 2012 
1 11770 2011 
1 11228 2010 
1 13558 2014 
1 11677 2011 
1 11229 2010 
1 11230 2010 
1 13554 2014 
1 12779 2013 
1 11674 2011 
1 12786 2013 
1 11231 2010 
1 12454 2012 
1 15246 2017 
1 14178 2015 
1 15178 2017 
1 12884 2013 
1 15175 2017 
1 11096 2010 
1 14638 2016 
1 11048 2010 
1 13501 2014 
1 15245 2017 
1 11771 2011 
1 12511 2012 
1 11232 2010 
1 13332 2014 
1 13320 2014 
1 14107 2015 
1 13397 2014 
1 14173 2015 
1 13321 2014 
1 13398 2014 
1 11818 2011 
1 14139 2015 
1 13544 2014 
1 12546 2012 
1 11819 2011 
1 11820 2011 
1 14140 2015 
1 15192 2017 
1 15609 2018 
1 13549 2014 
1 12878 2013 
1 15037 2017 
1 12682 2013 
1 12436 2012 
1 11636 2011 
1 11821 2011 
1 11759 2011 
1 15610 2018 
1 15038 2017 
1 13449 2014 
1 12547 2012 
1 13545 2014 
1 14669 2016 
1 12502 2012 
1 15036 2017 
1 13547 2014 
1 11637 2011 
1 15693 2018 
1 12437 2012 
1 13322 2014 
1 12772 2013 
1 14045 2015 
1 11638 2011 
1 11760 2011 
1 12548 2012 
1 13451 2014 
1 14637 2016 
1 12690 2013 
1 16078 2019 
1 11649 2011 
1 20331 2021 
1 14108 2015 
1 13324 2014 
1 13325 2014 
1 12442 2012 
1 12685 2013 
1 14048 2015 
1 11650 2011 
1 13399 2014 
1 14544 2016 
1 11651 2011 
1 12443 2012 
1 12686 2013 
1 14543 2016 
1 15668 2018 
1 12434 2012 
1 12681 2013 
1 11826 2011 
1 11639 2011 
1 14546 2016 
1 14110 2015 
1 13328 2014 
1 12773 2013 
1 12683 2013 
1 11640 2011 
1 12438 2012 
1 11761 2011 
1 11641 2011 
1 12503 2012 
1 13497 2014 
1 12774 2013 
1 15069 2017 
1 15669 2018 
1 16016 2019 
1 12439 2012 
1 11642 2011 
1 14046 2015 
1 14174 2015 
1 12440 2012 
1 11643 2011 
1 11644 2011 
1 13548 2014 
1 12775 2013 
1 11762 2011 
1 16139 2019 
1 15608 2018 
1 14175 2015 
1 11645 2011 
1 12504 2012 
1 11763 2011 
1 13323 2014 
1 11822 2011 
1 11823 2011 
1 14670 2016 
1 14635 2016 
1 14545 2016 
1 12441 2012 
1 13327 2014 
1 13401 2014 
1 14973 2017 
1 12684 2013 
1 11646 2011 
1 14050 2015 
1 12435 2012 
1 12771 2013 
1 16140 2019 
1 11647 2011 
1 14047 2015 
1 11824 2011 
1 14176 2015 
1 13326 2014 
1 13400 2014 
1 14109 2015 
1 15142 2017 
1 12776 2013 
1 12444 2012 
1 12843 2013 
1 11827 2011 
1 11652 2011 
1 12445 2012 
1 11653 2011 
1 12688 2013 
1 14177 2015 
1 11654 2011 
1 14547 2016 
1 14049 2015 
1 12687 2013 
1 12446 2012 
1 11655 2011 
1 14636 2016 
1 11825 2011 
1 15667 2018 
1 20204 2021 
1 16326 2020 
1 12424 2012 
1 15068 2017 
1 14042 2015 
1 12680 2013 
1 14541 2016 
1 16015 2019 
1 13317 2014 
1 12544 2012 
1 13540 2014 
1 15950 2019 
1 15607 2018 
1 15035 2017 
1 13542 2014 
1 12765 2013 
1 12768 2013 
1 12425 2012 
1 14041 2015 
1 15107 2017 
1 14540 2016 
1 13395 2014 
1 12769 2013 
1 12426 2012 
1 13318 2014 
1 14542 2016 
1 14043 2015 
1 12501 2012 
1 13543 2014 
1 12877 2013 
1 15034 2017 
1 13447 2014 
1 12766 2013 
1 15606 2018 
1 14534 2016 
1 15949 2019 
1 13311 2014 
1 12427 2012 
1 13396 2014 
1 12675 2013 
1 14036 2015 
1 13448 2014 
1 20203 2021 
1 15106 2017 
1 12676 2013 
1 12428 2012 
1 14536 2016 
1 15663 2018 
1 16012 2019 
1 14037 2015 
1 16013 2019 
1 15664 2018 
1 12677 2013 
1 14537 2016 
1 13312 2014 
1 13391 2014 
1 12429 2012 
1 15066 2017 
1 13319 2014 
1 14044 2015 
1 12770 2013 
1 13394 2014 
1 12430 2012 
1 15665 2018 
1 12678 2013 
1 14538 2016 
1 13314 2014 
1 13392 2014 
1 12432 2012 
1 14039 2015 
1 15067 2017 
1 12767 2013 
1 13313 2014 
1 14038 2015 
1 12431 2012 
1 14883 2016 
1 12433 2012 
1 15666 2018 
1 13393 2014 
1 14972 2017 
1 14040 2015 
1 13316 2014 
1 14539 2016 
1 16014 2019 
1 12679 2013 
1 15143 2017 
1 16388 2020 
1 15726 2018 
1 12545 2012 
1 13541 2014 
1 12842 2013 
1 14172 2015 
1 15144 2017 
1 13495 2014 
1 13496 2014 
1 14634 2016 
1 15173 2017 
1 13498 2014 
1 13499 2014 
1 15174 2017 
1 11047 2010 
1 12762 2013 
1 15105 2017 
1 14533 2016 
1 14034 2015 
1 12763 2013 
1 13308 2014 
1 14531 2016 
1 14033 2015 
1 15685 2018 
1 20330 2021 
1 13390 2014 
1 14586 2016 
1 14529 2016 
1 14028 2015 
1 14035 2015 
1 13494 2014 
1 14633 2016 
1 14032 2015 
1 15692 2018 
1 12673 2013 
1 13310 2014 
1 16065 2019 
1 14667 2016 
1 14171 2015 
1 15209 2017 
1 12827 2013 
1 12764 2013 
1 14029 2015 
1 12500 2012 
1 13315 2014 
1 12828 2013 
1 15761 2018 
1 14106 2015 
1 13446 2014 
1 16064 2019 
1 14530 2016 
1 14030 2015 
1 12674 2013 
1 13389 2014 
1 13309 2014 
1 14587 2016 
1 14511 2016 
1 13489 2014 
1 20379 2021 
1 14629 2016 
1 20438 2021 
1 14168 2015 
1 13437 2014 
1 15208 2017 
1 14582 2016 
1 13441 2014 
1 14100 2015 
1 13490 2014 
1 14630 2016 
1 14663 2016 
1 13535 2014 
1 15028 2017 
1 15621 2018 
1 20341 2021 
1 14014 2015 
1 14631 2016 
1 15217 2017 
1 16426 2020 
1 15604 2018 
1 13536 2014 
1 15029 2017 
1 14512 2016 
1 16007 2019 
1 16338 2020 
1 15659 2018 
1 20221 2021 
1 14015 2015 
1 15061 2017 
1 13294 2014 
1 14513 2016 
1 16062 2019 
1 14514 2016 
1 14169 2015 
1 15218 2017 
1 15030 2017 
1 14016 2015 
1 14515 2016 
1 13295 2014 
1 14516 2016 
1 14101 2015 
1 14517 2016 
1 13491 2014 
1 16063 2019 
1 13442 2014 
1 16138 2019 
1 15603 2018 
1 15031 2017 
1 15759 2018 
1 15207 2017 
1 14632 2016 
1 14017 2015 
1 14518 2016 
1 15660 2018 
1 16335 2020 
1 15062 2017 
1 13296 2014 
1 14676 2016 
1 14018 2015 
1 16008 2019 
1 20218 2021 
1 16146 2019 
1 14664 2016 
1 13443 2014 
1 20340 2021 
1 16011 2019 
1 14583 2016 
1 14102 2015 
1 15063 2017 
1 15605 2018 
1 14665 2016 
1 14103 2015 
1 13537 2014 
1 15244 2017 
1 13538 2014 
1 14170 2015 
1 13492 2014 
1 15760 2018 
1 14019 2015 
1 14521 2016 
1 15032 2017 
1 13297 2014 
1 15064 2017 
1 14522 2016 
1 15661 2018 
1 16009 2019 
1 14020 2015 
1 16337 2020 
1 20220 2021 
1 13384 2014 
1 14021 2015 
1 13298 2014 
1 14523 2016 
1 14022 2015 
1 14524 2016 
1 13385 2014 
1 13299 2014 
1 13493 2014 
1 15171 2017 
1 13386 2014 
1 14023 2015 
1 15682 2018 
1 20296 2021 
1 14584 2016 
1 13300 2014 
1 14024 2015 
1 14585 2016 
1 13301 2014 
1 13387 2014 
1 15684 2018 
1 13302 2014 
1 14027 2015 
1 15683 2018 
1 13444 2014 
1 15033 2017 
1 14138 2015 
1 15172 2017 
1 14666 2016 
1 15104 2017 
1 16077 2019 
1 13303 2014 
1 14528 2016 
1 13445 2014 
1 14104 2015 
1 20219 2021 
1 14525 2016 
1 16336 2020 
1 13304 2014 
1 15662 2018 
1 16010 2019 
1 14025 2015 
1 15065 2017 
1 14105 2015 
1 14526 2016 
1 13305 2014 
1 15186 2017 
1 14026 2015 
1 14527 2016 
1 13306 2014 
1 13539 2014 
1 14031 2015 
1 14668 2016 
1 14052 2015 
1 16061 2019 
1 14501 2016 
1 15758 2018 
1 15242 2017 
1 15100 2017 
1 16096 2019 
1 16330 2020 
1 14969 2017 
1 15658 2018 
1 20210 2021 
1 16004 2019 
1 14008 2015 
1 14502 2016 
1 14628 2016 
1 15757 2018 
1 14098 2015 
1 14503 2016 
1 15027 2017 
1 20289 2021 
1 15600 2018 
1 14508 2016 
1 14009 2015 
1 15103 2017 
1 20373 2021 
1 15948 2019 
1 15024 2017 
1 16423 2020 
1 15601 2018 
1 14010 2015 
1 16060 2019 
