FID  BirthYear MumID
1 681 1997 2366
1 424 1994 2366
1 310 1993 2368
1 309 1993 2368
1 581 1996 2368
1 509 1995 2369
1 776 1998 2369
1 682 1997 2369
1 397 1994 2369
1 483 1995 2373
1 421 1994 2373
1 725 1997 2374
1 305 1993 2374
1 182 1991 2374
1 498 1995 2374
1 549 1996 2375
1 10 1994 2375
1 696 1997 2375
1 203 1992 2375
1 500 1995 2375
1 801 1998 2375
1 886 1999 2375
1 302 1993 2375
1 337 1993 2376
1 535 1995 2376
1 562 1996 2376
1 408 1994 2376
1 995 2000 2377
1 1136 2004 2377
1 457 1994 2377
1 17 1995 2377
1 362 1993 2377
1 702 1997 2377
1 1049 2002 2377
1 1117 2003 2377
1 837 1998 2377
1 841 1998 2378
1 927 2000 2379
1 468 1995 2379
1 256 1993 2379
1 629 1997 2379
1 854 1999 2379
1 607 1996 2379
1 433 1994 2379
1 661 1997 2409
1 660 1997 2409
1 270 1993 2409
1 492 1995 2409
1 387 1994 2409
1 476 1995 2414
1 363 1994 2414
1 254 1993 2414
1 529 1995 2417
1 516 1995 2421
1 757 1998 2421
1 603 1996 2421
1 37 1995 2421
1 756 1998 2421
1 604 1996 2421
1 410 1994 2421
1 255 1993 2431
1 367 1994 2431
1 349 1993 2447
1 427 1994 2447
1 536 1995 2447
1 730 1997 2447
1 622 1996 2447
1 729 1997 2447
1 770 1998 2460
1 486 1995 2460
1 921 2000 2460
1 259 1993 2460
1 905 1999 2460
1 659 1997 2460
1 390 1994 2460
1 28 1993 2462
1 407 1994 2462
1 382 1994 2465
1 571 1996 2465
1 641 1997 2465
1 320 1993 2465
1 785 1998 2476
1 268 1993 2479
1 798 1998 2479
1 474 1995 2479
1 964 2000 2479
1 381 1994 2479
1 856 1999 2479
1 311 1993 2523
1 438 1994 2534
1 343 1993 2534
1 425 1994 2569
1 848 1998 2571
1 463 1994 2571
1 618 1996 2571
1 25 1993 2572
1 576 1996 2572
1 501 1995 2572
1 392 1994 2572
1 504 1995 2572
1 495 1995 2607
1 863 1999 2607
1 377 1994 2607
1 671 1997 2607
1 357 1993 2608
1 633 1997 2610
1 656 1997 2611
1 787 1998 2611
1 623 1996 2611
1 667 1997 2612
1 582 1996 2612
1 491 1995 2617
1 708 1997 2617
1 707 1997 2617
1 542 1996 2623
1 541 1996 2623
1 657 1997 2623
1 754 1998 2623
1 471 1995 2627
1 991 2000 2627
1 366 1994 2627
1 285 1993 2627
1 515 1995 2631
1 954 2000 2631
1 666 1997 2631
1 668 1997 2632
1 458 1994 2632
1 804 1998 2632
1 499 1995 2632
1 534 1995 2637
1 395 1994 2637
1 672 1997 2637
1 673 1997 2637
1 589 1996 2637
1 590 1996 2637
1 636 1997 2640
1 19 2000 2640
1 1080 2003 2640
1 1018 2002 2640
1 1079 2003 2640
1 611 1996 2641
1 356 1993 2641
1 610 1996 2641
1 742 1997 2641
1 528 1995 2641
1 741 1997 2641
1 296 1993 2643
1 511 1995 2644
1 413 1994 2644
1 338 1993 2647
1 488 1995 2651
1 568 1996 2651
1 820 1998 2651
1 706 1997 2658
1 705 1997 2658
1 34 1995 2658
1 596 1996 2658
1 597 1996 2658
1 441 1994 2659
1 906 1999 2659
1 346 1993 2663
1 634 1997 2666
1 972 2000 2668
1 880 1999 2668
1 765 1998 2668
1 628 1997 2668
1 737 1997 2676
1 376 1994 2676
1 738 1997 2676
1 871 1999 2683
1 714 1997 2683
1 962 2000 2683
1 822 1998 2683
1 715 1997 2683
1 577 1996 2688
1 404 1994 2688
1 612 1996 2695
1 796 1998 2695
1 532 1995 2695
1 654 1997 2697
1 653 1997 2697
1 555 1996 2697
1 795 1998 2697
1 794 1998 2697
1 531 1995 2698
1 620 1996 2698
1 902 1999 2699
1 396 1994 2699
1 961 2000 2699
1 815 1998 2699
1 1121 2003 2699
1 527 1995 2699
1 1056 2002 2699
1 735 1997 2703
1 909 1999 2703
1 835 1998 2703
1 314 1993 2706
1 503 1995 2706
1 683 1997 2706
1 1026 2002 2706
1 1060 2002 2707
1 525 1995 2707
1 993 2000 2707
1 791 1998 2707
1 359 1993 2707
1 584 1996 2707
1 444 1994 2707
1 727 1997 2787
1 1086 2003 2787
1 1059 2002 2787
1 812 1998 2787
1 998 2000 2787
1 1085 2003 2787
1 896 1999 2799
1 717 1997 2799
1 599 1996 2799
1 1159 2004 2800
1 665 1997 2800
1 1023 2002 2800
1 751 1998 2800
1 1158 2004 2800
1 1124 2003 2800
1 926 2000 2800
1 876 1999 2800
1 553 1996 2800
1 951 2000 2804
1 443 1994 2804
1 762 1998 2804
1 663 1997 2804
1 1097 2003 2807
1 1160 2004 2807
1 479 1995 2807
1 878 1999 2807
1 1098 2003 2807
1 971 2000 2807
1 551 1996 2807
1 877 1999 2807
1 1013 2002 2807
1 648 1997 2807
1 965 2000 2807
1 1081 2003 2819
1 979 2000 2819
1 556 1996 2819
1 768 1998 2821
1 570 1996 2821
1 24 1997 2821
1 674 1997 2829
1 938 2000 2829
1 480 1995 2829
1 937 2000 2829
1 855 1999 2829
1 533 1995 2830
1 1045 2002 2830
1 689 1997 2830
1 889 1999 2830
1 944 2000 2830
1 587 1996 2830
1 786 1998 2830
1 778 1998 2834
1 1197 2004 2834
1 1198 2004 2834
1 891 1999 2834
1 777 1998 2834
1 583 1996 2834
1 658 1997 2834
1 890 1999 2834
1 691 1997 2841
1 20 1999 2841
1 579 1996 2842
1 685 1997 2842
1 580 1996 2842
1 699 1997 2843
1 605 1996 2843
1 27 1999 2847
1 941 2000 2847
1 635 1997 2847
1 684 1997 2853
1 779 1998 2853
1 975 2000 2853
1 540 1996 2853
1 718 1997 2860
1 933 2000 2861
1 748 1998 2861
1 554 1996 2861
1 789 1998 2861
1 875 1999 2861
1 934 2000 2861
1 669 1997 2861
1 904 1999 2873
1 594 1996 2873
1 710 1997 2873
1 988 2000 2873
1 808 1998 2873
1 825 1998 2892
1 907 1999 2892
1 698 1997 2898
1 809 1998 2898
1 844 1998 2899
1 728 1997 2899
1 747 1997 2903
1 559 1996 2903
1 716 1997 2906
1 817 1998 2906
1 487 1995 2908
1 1114 2003 2908
1 703 1997 2908
1 1113 2003 2908
1 704 1997 2908
1 967 2000 2908
1 897 1999 2908
1 898 1999 2908
1 966 2000 2908
1 1053 2002 2908
1 829 1998 2921
1 721 1997 2921
1 830 1998 2921
1 1120 2003 2927
1 1005 2000 2927
1 914 1999 2927
1 676 1997 2931
1 780 1998 2941
1 781 1998 2941
1 919 2000 2941
1 695 1997 2941
1 920 2000 2941
1 771 1998 2963
1 772 1998 2963
1 994 2000 2963
1 745 1997 2963
1 537 1995 2964
1 862 1999 3002
1 713 1997 3009
1 6 2002 3009
1 784 1998 3009
1 1360 2006 3009
1 925 2000 3009
1 1122 2003 3009
1 57 1996 3009
1 881 1999 3009
1 627 1997 3014
1 609 1996 3014
1 736 1997 3027
1 814 1998 3027
1 548 1996 3033
1 565 1996 3048
1 866 1999 3048
1 675 1997 3048
1 701 1997 3076
1 544 1996 3076
1 1017 2002 3076
1 894 1999 3076
1 1101 2003 3076
1 1102 2003 3076
1 945 2000 3076
1 838 1998 3111
1 984 2000 3111
1 746 1997 3111
1 563 1996 3111
1 910 1999 3121
1 642 1997 3121
1 870 1999 3123
1 598 1996 3123
1 632 1997 3123
1 887 1999 3129
1 818 1998 3129
1 36 2000 3198
1 913 1999 3198
1 1123 2003 3198
1 1039 2002 3198
1 846 1998 3198
1 651 1997 3199
1 810 1998 3199
1 1008 2002 3201
1 928 2000 3201
1 1144 2004 3201
1 1088 2003 3201
1 593 1996 3201
1 859 1999 3201
1 1089 2003 3201
1 864 1999 3202
1 639 1997 3202
1 942 2000 3202
1 1228 2004 3202
1 1083 2003 3202
1 1084 2003 3202
1 760 1998 3202
1 744 1997 3203
1 831 1998 3203
1 1027 2002 3203
1 888 1999 3203
1 616 1996 3209
1 1233 2005 3209
1 1366 2007 3209
1 631 1997 3209
1 1006 2002 3209
1 793 1998 3209
1 858 1999 3209
1 1179 2004 3214
1 543 1996 3214
1 662 1997 3214
1 1020 2002 3214
1 1253 2005 3214
1 711 1997 3221
1 872 1999 3221
1 959 2000 3222
1 960 2000 3222
1 644 1997 3222
1 860 1999 3222
1 803 1998 3223
1 895 1999 3223
1 836 1998 3224
1 950 2000 3224
1 900 1999 3224
1 608 1996 3226
1 845 1998 3232
1 882 1999 3232
1 1067 2002 3232
1 997 2000 3232
1 1111 2003 3236
1 21 1997 3236
1 774 1998 3236
1 1012 2002 3236
1 750 1998 3237
1 567 1996 3237
1 1075 2003 3237
1 630 1997 3237
1 899 1999 3237
1 990 2000 3237
1 578 1996 3241
1 670 1997 3242
1 617 1996 3245
1 885 1999 3248
1 816 1998 3248
1 923 2000 3248
1 1189 2004 3248
1 1184 2004 3250
1 588 1996 3250
1 1185 2004 3250
1 677 1997 3250
1 1 2002 3250
1 963 2000 3250
1 743 1997 3255
1 790 1998 3255
1 892 1999 3255
1 806 1998 3259
1 865 1999 3259
1 1359 2006 3259
1 1031 2002 3259
1 1216 2004 3259
1 1032 2002 3259
1 569 1996 3259
1 974 2000 3259
1 1267 2005 3259
1 687 1997 3260
1 1001 2000 3260
1 752 1998 3260
1 585 1996 3260
1 664 1997 3263
1 1109 2003 3265
1 826 1998 3265
1 1002 2000 3265
1 1264 2005 3268
1 1324 2006 3268
1 1323 2006 3268
1 1065 2002 3268
1 901 1999 3268
1 1066 2002 3268
1 1263 2005 3268
1 827 1998 3272
1 908 1999 3273
1 1069 2002 3279
1 613 1996 3280
1 973 2000 3282
1 678 1997 3282
1 811 1998 3282
1 32 2002 3282
1 1021 2002 3289
1 883 1999 3289
1 1183 2004 3289
1 16 1997 3289
1 922 2000 3289
1 788 1998 3291
1 1061 2002 3291
1 621 1996 3291
1 1135 2004 3291
1 1134 2004 3291
1 614 1996 3298
1 879 1999 3414
1 996 2000 3414
1 1271 2005 3420
1 1063 2002 3420
1 893 1999 3420
1 819 1998 3420
1 802 1998 3428
1 1015 2002 3428
1 940 2000 3428
1 833 1998 3431
1 14 2000 3431
1 857 1999 3440
1 753 1998 3440
1 924 2000 3440
1 1191 2004 3443
1 1192 2004 3443
1 903 1999 3443
1 1110 2003 3443
1 981 2000 3443
1 805 1998 3443
1 1046 2002 3443
1 952 2000 3445
1 1035 2002 3445
1 769 1998 3445
1 884 1999 3445
1 1164 2004 3445
1 874 1999 3469
1 949 2000 3469
1 23 1999 3471
1 7 2000 3471
1 977 2000 3471
1 915 1999 3473
1 987 2000 3473
1 936 2000 3478
1 766 1998 3478
1 1143 2004 3488
1 1000 2000 3490
1 813 1998 3490
1 1058 2002 3490
1 1322 2006 3533
1 732 1997 3533
1 1321 2006 3533
1 861 1999 3533
1 850 1998 3533
1 1011 2002 3533
1 939 2000 3533
1 1210 2004 3533
1 852 1998 3538
1 15 1999 3538
1 1068 2002 3538
1 851 1998 3548
1 755 1998 3552
1 1019 2002 3552
1 931 2000 3552
1 932 2000 3552
1 33 1999 3552
1 978 2000 3636
1 1200 2004 3636
1 1028 2002 3636
1 1292 2006 3641
1 1072 2003 3641
1 980 2000 3641
1 1043 2002 3641
1 39 2004 3641
1 976 2000 3651
1 1269 2005 3651
1 1038 2002 3651
1 935 2000 3659
1 1077 2003 3659
1 1009 2002 3659
1 1307 2006 3659
1 1078 2003 3659
1 1237 2005 3659
1 1459 2008 3659
1 1306 2006 3659
1 1471 2008 3662
1 982 2000 3662
1 873 1999 3681
1 1007 2002 3681
1 1297 2006 3681
1 1298 2006 3681
1 1234 2005 3681
1 1435 2007 3692
1 1040 2002 3692
1 1223 2004 3692
1 1265 2005 3692
1 1041 2002 3704
1 1207 2004 3704
1 986 2000 3704
1 1125 2003 3704
1 911 1999 3704
1 1138 2004 3725
1 1238 2005 3725
1 958 2000 3725
1 1024 2002 3725
1 1064 2002 3734
1 983 2000 3734
1 1175 2004 3738
1 1095 2003 3738
1 916 1999 3738
1 1203 2004 3748
1 1204 2004 3748
1 992 2000 3748
1 1055 2002 3748
1 847 1998 3748
1 849 1998 3753
1 953 2000 3759
1 912 1999 3759
1 1025 2002 3759
1 1168 2004 3759
1 1050 2002 3762
1 985 2000 3762
1 1243 2005 3796
1 999 2000 3796
1 1014 2002 3796
1 1309 2006 3796
1 1533 2008 3796
1 1154 2004 3881
1 1010 2002 3881
1 1082 2003 3881
1 1132 2004 3885
1 1131 2004 3885
1 970 2000 3885
1 1105 2003 3885
1 1022 2002 3945
1 1174 2004 3945
1 1247 2005 3945
1 956 2000 3954
1 943 2000 3968
1 1254 2005 4004
1 1438 2007 4004
1 1161 2004 4004
1 1654 2009 4004
1 1162 2004 4004
1 1034 2002 4004
1 1655 2009 4004
1 947 2000 4004
1 1030 2002 4008
1 1248 2005 4008
1 946 2000 4008
1 1339 2006 4008
1 955 2000 4051
1 1094 2003 4051
1 1190 2004 4051
1 1275 2005 4051
1 1044 2002 4051
1 1062 2002 4155
1 1316 2006 4161
1 1255 2005 4161
1 1181 2004 4161
1 1146 2004 4162
1 1074 2003 4166
1 989 2000 4166
1 1140 2004 4166
1 1057 2002 4169
1 1099 2003 4169
1 1004 2000 4170
1 1137 2004 4184
1 1073 2003 4184
1 1042 2002 4184
1 1149 2004 4190
1 1070 2002 4190
1 1236 2005 4190
1 1315 2006 4190
1 1361 2006 4193
1 1115 2003 4193
1 1036 2002 4193
1 1172 2004 4195
1 1173 2004 4195
1 1343 2006 4217
1 957 2000 4217
1 1273 2005 4217
1 1033 2002 4219
1 1051 2002 4223
1 1256 2005 4226
1 1335 2006 4238
1 1245 2005 4238
1 1195 2004 4238
1 1436 2007 4238
1 1658 2009 4238
1 1047 2002 4241
1 1170 2004 4241
1 1504 2008 4241
1 1393 2007 4241
1 1029 2002 4242
1 1171 2004 4242
1 1188 2004 4245
1 1052 2002 4255
1 1295 2006 4258
1 1220 2004 4258
1 1145 2004 4259
1 1239 2005 4259
1 1327 2006 4259
1 1093 2003 4259
1 1259 2005 4335
1 1561 2008 4335
1 1048 2002 4335
1 1320 2006 4335
1 1383 2007 4335
1 1147 2004 4335
1 1155 2004 4346
1 1289 2005 4346
1 1709 2010 4359
1 1201 2004 4359
1 1104 2003 4359
1 1843 2011 4359
1 1384 2007 4359
1 1634 2009 4359
1 1476 2008 4359
1 1257 2005 4361
1 1054 2002 4361
1 1258 2005 4361
1 1686 2010 4361
1 1362 2006 4361
1 1815 2011 4361
1 1382 2007 4361
1 1685 2010 4361
1 1568 2009 4361
1 1381 2007 4361
1 1165 2004 4361
1 1260 2005 4377
1 1211 2004 4378
1 1148 2004 4385
1 1071 2002 4386
1 1283 2005 4386
1 1493 2008 4395
1 1177 2004 4395
1 1494 2008 4395
1 1917 2011 4395
1 1330 2006 4395
1 1329 2006 4395
1 1592 2009 4395
1 1151 2004 4396
1 1152 2004 4396
1 1636 2009 4399
1 1378 2007 4399
1 1474 2008 4399
1 1475 2008 4399
1 1194 2004 4404
1 1460 2008 4404
1 1240 2005 4404
1 1294 2006 4404
1 1364 2007 4404
1 1566 2009 4404
1 1037 2002 4407
1 22 2003 4407
1 1519 2008 4407
1 1332 2006 4410
1 1100 2003 4410
1 1244 2005 4410
1 1399 2007 4410
1 1507 2008 4420
1 1251 2005 4420
1 1678 2009 4420
1 1167 2004 4420
1 1325 2006 4420
1 13 2005 4432
1 1404 2007 4432
1 1178 2004 4432
1 1389 2007 4454
1 1346 2006 4454
1 1284 2005 4454
1 1679 2009 4456
1 1319 2006 4456
1 1166 2004 4456
1 1466 2008 4456
1 1439 2007 4456
1 1467 2008 4456
1 1107 2003 4460
1 1341 2006 4460
1 1202 2004 4460
1 2120 2013 4465
1 1801 2010 4465
1 1363 2006 4467
1 1206 2004 4467
1 1092 2003 4467
1 1286 2005 4467
1 1547 2008 4468
1 1546 2008 4468
1 1208 2004 4468
1 1128 2003 4468
1 1397 2007 4468
1 1408 2007 4470
1 1279 2005 4470
1 1186 2004 4472
1 1356 2006 4473
1 1230 2004 4473
1 1119 2003 4473
1 1272 2005 4473
1 1418 2007 4473
1 1496 2008 4473
1 1733 2010 4575
1 1076 2003 4575
1 1219 2004 4598
1 1345 2006 4598
1 1431 2007 4598
1 1542 2008 4598
1 1232 2004 4628
1 1287 2005 4628
1 1454 2007 4628
1 1805 2011 4628
1 1112 2003 4635
1 1416 2007 5060
1 1169 2004 5060
1 1337 2006 5060
1 1661 2009 5060
1 1090 2003 5060
1 1242 2005 5060
1 1212 2004 5061
1 1377 2007 5063
1 1299 2006 5063
1 1458 2008 5063
1 1567 2009 5063
1 1157 2004 5073
1 1241 2005 5076
1 1091 2003 5076
1 1150 2004 5076
1 1312 2006 5076
1 1130 2004 5078
1 1403 2007 5081
1 1252 2005 5081
1 1793 2010 5084
1 1118 2003 5084
1 1859 2011 5084
1 1213 2004 5084
1 1894 2011 5089
1 1748 2010 5089
1 1246 2005 5089
1 1579 2009 5089
1 1317 2006 5089
1 1516 2008 5089
1 1437 2007 5089
1 1153 2004 5089
1 1791 2010 5094
1 1333 2006 5094
1 1412 2007 5094
1 18 2007 5094
1 1215 2004 5095
1 1280 2005 5095
1 1788 2010 5095
1 1551 2008 5095
1 1371 2007 5100
1 1301 2006 5100
1 1491 2008 5100
1 1141 2004 5101
1 1370 2007 5101
1 1305 2006 5101
1 1106 2003 5103
1 1683 2010 5103
1 1293 2006 5103
1 1133 2004 5103
1 1563 2009 5103
1 1127 2003 5107
1 1199 2004 5107
1 1205 2004 5110
1 1600 2009 5111
