FID  BirthYear MumID
1 821 2004 3203
1 822 2004 3203
1 823 2004 4004
1 824 2004 5130
1 825 2004 3445
1 826 2004 4361
1 827 2004 4456
1 828 2004 5669
1 829 2004 4420
1 830 2004 3759
1 831 2004 4241
1 832 2004 4242
1 833 2004 4170
1 834 2004 3945
1 835 2004 3738
1 836 2004 3268
1 837 2004 3268
1 838 2004 4454
1 839 2004 4395
1 840 2004 4432
1 841 2004 4217
1 842 2004 3214
1 843 2004 5135
1 844 2004 4161
1 845 2004 5133
1 846 2004 4529
1 847 2004 5635
1 848 2004 4313
1 849 2004 3289
1 850 2004 5831
1 851 2004 3250
1 852 2004 3250
1 853 2004 5449
1 854 2004 4245
1 855 2004 4522
1 856 2004 4522
1 857 2004 3248
1 858 2004 4103
1 859 2004 4051
1 860 2004 2706
1 861 2004 3443
1 862 2004 3279
1 863 2004 5605
1 864 2004 4404
1 865 2004 4635
1 866 2004 5111
1 867 2004 2834
1 868 2004 2834
1 869 2004 5107
1 870 2004 3636
1 871 2004 3324
1 872 2004 3282
1 873 2004 4460
1 874 2004 3748
1 875 2004 3748
1 876 2004 5110
1 877 2004 5670
1 878 2004 5242
1 879 2004 4459
1 880 2004 3564
1 881 2004 2787
1 882 2004 4734
1 883 2004 5495
1 884 2004 3490
1 885 2004 3533
1 886 2004 4378
1 887 2004 4305
1 888 2004 4386
1 889 2004 4386
1 890 2004 5061
1 891 2004 3259
1 892 2004 5141
1 893 2004 5549
1 894 2004 3303
1 895 2004 4258
1 3 2004 3681
1 896 2004 3319
1 897 2004 4226
1 898 2004 3563
1 899 2004 5485
1 900 2004 3692
1 901 2004 3762
1 902 2004 5634
1 903 2004 5510
1 904 2004 5471
1 905 2004 3202
1 906 2004 3567
1 907 2004 2819
1 908 2004 5548
1 1 2004 3771
1 909 2004 4155
1 910 2004 2627
1 911 2004 5434
1 912 2004 5121
1 913 2004 5276
1 914 2004 4473
1 915 2004 5250
1 916 2004 4322
1 917 2004 3796
1 918 2004 4628
1 919 2004 3009
1 920 2004 2860
1 921 2004 4008
1 922 2004 3538
1 923 2004 5226
1 924 2004 3076
1 925 2004 3236
1 926 2004 4193
1 927 2004 3326
1 928 2004 5589
1 929 2004 4416
1 930 2004 5125
1 931 2005 4166
1 932 2005 3571
1 933 2005 5831
1 934 2005 3725
1 935 2005 4259
1 936 2005 5076
1 937 2005 5669
1 938 2005 5232
1 939 2005 3796
1 940 2005 4410
1 941 2005 4103
1 942 2005 4103
1 943 2005 4238
1 944 2005 5248
1 945 2005 4468
